[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.440788396487958]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.196155496773217]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.228819534215688]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.291089878022428]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	7.997097183477932]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.465006044711117]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.220737399856203]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.590173536284114]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.148821934537045]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.233975843513745]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.511082314639207]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.144682328833674]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.155510115169552]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.273549096264109]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.05374234796292]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	7.4661876619244705]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	7.89894593840666]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.72904567530684]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.365542054258515]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.479741087927403]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.363568337539782]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	7.941878200334157]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.316205301983848]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.105811038492405]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	6.201123821430805]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.616139418893063]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	4.37410173259461]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.252615029089023]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.180868979199946]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.01635704972546]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.618882883238147]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.062721690620787]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.237071304392039]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.13356679089476]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	6.4808019460768405]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.270471919416693]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.159473050294132]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.594711131942073]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.412623052615778]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.304835172169442]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.771931152106626]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.409327760747182]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.255722256121114]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.031807710048813]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.332381657329718]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.43943001500588]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.278647925480225]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.259320661141127]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.203313178585045]
[--:	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.220550334649076]
[TOTAL:  	[130.12368486099646, 39, 4, 0.15143002448265783, 500]	8.11473908741463] 
