[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	8.638118108827031] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	6.081272215389923] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	8.678592871701568] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	8.74506845052575] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	7.5195617902272796] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	8.555128638253663] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	8.585392956415717] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	8.558604161646882] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	8.402102129794317] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	8.538146310842388] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	8.897082385859706] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	8.742837371679693] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	7.5768230226599105] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	8.850741927555863] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	8.526825725967168] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	8.529959294585707] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	8.267651861073315] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	8.746413585579642] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	8.742824149634565] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	8.948220633000881] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	8.53859018026871] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	7.645018397612226] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	8.958367019198842] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	8.68722659832294] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	8.699883280703883] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	4.828621395812973] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	8.59586923105988] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	8.587172912839005] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	8.64387826161697] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	8.542053257493784] 
[0	[111.30764393411431, 40, 5, 0.09650924903657412, 500, 2.2690223010178983, 0.9601293606479896]	8.939035654123755] 
