[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	0.785042455766739]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	3.3089743068709794]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	1.4434079496108065]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	4.457567047163306]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	2.9284562259758404]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	0.4741318819811364]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	3.121707265280278]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	4.3369186656880725]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	3.57972105067278]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	3.3420971063552365]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	3.1296622174137347]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	3.0374252637332733]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	3.1450244042658495]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	2.4400326362596934]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	3.495261121799767]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	2.4642032924142017]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	2.643688214413925]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	3.20989001564336665]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	4.098874983513069]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	1.2217861153208613]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	2.8923489890923673]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	2.801795511482901]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	3.0899010438410413]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	2.4574739978951095]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	2.646634064401419]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	2.4820346052208415]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	4.025987262905824]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	3.332819602994896]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	3.0045740371396503]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	3.22128391983585]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	3.036488842685856]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	2.461741371731139]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	2.3286883883912273]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	3.4131959129462675]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	3.4410156423350924]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	2.956253641511944]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	3.1569902302099697]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	2.7947416686313864]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	2.323990421311475]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	3.2464563455150492]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	2.268749837234002]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	2.75057710886357]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	3.160594440045372]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	2.8318644826548574]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	2.706233603980348]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	2.4418391260755494]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	2.25938151424342687]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	3.626601292993519]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	3.1771849853448817]
[--:	[459, 1000, 0.69972212214736, 1.0419373529859326]	2.18615218268929]
[TOTAL:  	[459, 1000, 0.69972212214736, 1.0419373529859326]	2.8637493258869408]
