[0	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	8.029120756592947] 
[1	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	8.131304499183468] 
[2	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	5.843184772564586] 
[3	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	8.039296787362986] 
[4	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	4.70569600504462] 
[5	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	9.07519224724868] 
[6	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	6.133295376659012] 
[7	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	8.670156183884627] 
[8	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	4.8363264549968275] 
[9	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	8.17071283428578] 
[10	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	9.230978944204306] 
[11	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	8.169789335185417] 
[12	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	6.416290605047099] 
[13	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	9.566066831405331] 
[14	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	6.77358833952769] 
[15	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	8.265187598278356] 
[16	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	4.855669281726855] 
[17	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	8.913039375434316] 
[18	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	8.402132633639162] 
[19	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	9.462071262679903] 
[20	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	6.6590992732948315] 
[21	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	9.240346235734991] 
[22	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	9.282086055582052] 
[23	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	7.279045491562642] 
[24	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	6.391603464682732] 
[25	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	8.075021255844163] 
[26	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	8.815086301461058] 
[27	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	8.554522644079752] 
[28	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	5.806658635938686] 
[29	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	4.096301081213853] 
[30	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	7.061109130034005] 
[31	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	8.193691844682368] 
[32	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	8.151534621645961] 
[33	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	8.494137375716877] 
[34	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	9.039527897174622] 
[35	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	4.883418943227429] 
[36	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	8.301513200978585] 
[37	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	6.638587144723294] 
[38	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	4.625404547029194] 
[39	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	9.752839543058045] 
[40	[12, 13, 1.9511791787358277, 99, 39, 34, 1.8248560317273481]	8.417202861833017] 
